Name,G
talk,2
talked,1
talks,7
tally,1
tanked,1
tanking,1
tanks,2
taobao,6
tapping,1
target,8
targets,3
tax,19
taxes,10
taxes),2
taylor,1
td,3
tea,1
teach,1
team,7
teamed,1
teams,3
tech,41
technology,15
tecnologia,1
tell,2
tells,11
tencent,13
tepper,2
term,2
terminator,1
terms,2
tesla,1
test,10
testing,12
thanks,3
the 1,
therapeutics/,1
thing,3
things,29
think,8
thinks,5
third,9
thomas,1
though,2
thoughts,2
thousands,5
threat,1
threaten,1
threatened,1
threatens,1
three,6
throwing,1
thursday,2
ticket,1
tightens,2
tim,5
time,8
time),1
times,1
timewarnercable,1
tip,1
tips,1
tmall,8
tmw,1
today,34
together,3
told,1
tomorrow,3
ton,2
tonight,1
took,8
tool,1
top,30
topped,1
tops,8
total,6
tough,1
tougher,3
toward,1
toyota,1
toys,3
trabaja,2
track,7
tracking,5
trade,10
trademark,1
traders,6
trades,1
trading,41
traditional,1
trajectory,1
transaction,1
transactions,4
travel,1
travelers,1
travis,3
treating,1
trend,1
trial,1
trials,4
trigger,1
trip,1
trouble,2
trust,2
truth,1
trying,1
tuesday,1
tumble,2
tune,1
turf,1
turn,4
turnaround,4
turned,4
turning,2
turns,3
tv,5
tweet,1
twelve,1
twenty,1
twice,3
twist,1
twitter,485
two,7
tycoons,1
typo),1
uber,18
uc,2
ukraine,1
unbowed,4
uncertainty,1
underpriced,1
understand,1
understanding,2
underwriters,3
undisclosed,1
unidos,1
unilever,2
unique,2
unit,6
united,2
units,1
universe,1
unlicensed,2
unlikely,1
unload,1
unloaded,1
unlock,2
unsavvy,1
untold,1
unusual,1
unveiled,1
unveils,4
upcoming,4
update,2
updates,6
upping,2
upward,1
urges,2
us,32
use,3
used,1
users,6
using,2
uso,2
usual,1
valley,19
valuable,5
valuation,20
valuations,2
value,16
valued,2
values,8
valuing,6
vcs,2
ve,5
venture,8
verge,1
version,4
versus,12
veterans,1
vevo,1
vez,1
via,32
viable,1
victim,1
video,27
videos,3
view,4
views,6
vigila,1
virgin,2
visa,1
vision,2
visit,1
vissel,2
visualead,3
v’a,4
volume,9
vote,8
vows,3
vs,2
wai,2
waiting,1
wake,2
wal,5
waldorf,3
wall,19
wallet,6
walmart,10
wanda,1
wang,1
want,9
wanting,1
wants,8
war,5
warn,1
warning,3
warns,2
warren,1
wars,1
wasn,2
watch,20
watchdog,1
watched,1
watches,2
water,2
waves,2
way,18
ways,1
wbr,1
we 2,
wealth,4
wealthiest,1
weapon,1
weaponry,2
wear,1
wearable,5
wearables,3
wearabletech,1
web,4
website,1
websites,2
wednesday,1
week,16
weekly,2
wef,2
wef15,5
weigh,2
weighs,1
weighted,1
weird,1
weirdest,3
welcomed,1
welcomes,2
well,2
wells,1
went,3
weren,2
western,2
whether,2
whipping,1
whopper,1
widely,1
win,6
windfall,4
winner,2
winners,2
wins,3
withdrawal,1
withheld,1
without,6
woes,3
woman,1
women,4
won,4
wondering,1
wong,2
wooing,2
woos,1
work,11
working,2
works,6
world,49
worldwide,1
worried,6
worry,3
worst,2
worstall,2
worth,21
would,13
writes,2
wrong,2
wrote,2
wsj,7
wsjd,1
wsjdlive,2
wu,2
xiaomi,4
yahoo,142
yang,2
year,42
yearahead,1
years,6
yesterday,1
yet,2
yhoo,1
yodels,1
york,18
young,2
young 1,
yu,1
yuan,2
yunos,1
zalando,1
zero,1
TRUE,4
